stdntid,gkschid,Z,D,gkclasssize,g1classsize,gender,race,gkfreelunch,age_kentry,gkrepeat,gkspeced,gksurban,gktreadss,gktmathss,gkreadmath,g1treadss,g1tmathss,g1readmath
17459,244764,0,0,21,19,0,0,1,5.133333206,0,0,1,419,444,863,453,479,932
17460,189396,0,1,24,15,1,1,0,5.611111164,0,0,3,384,384,768,423,436,859
17461,257905,0,0,21,22,0,1,0,5.102777958,0,0,4,450,489,939,521,557,1078
17463,244774,0,0,26,26,1,0,0,5.349999905,0,0,1,451,500,951,507,529,1036
17464,244799,0,0,18,22,0,0,1,5.383333206,0,0,2,400,434,834,453,493,946
17465,244745,0,0,28,24,0,1,1,5.486111164,0,0,2,443,494,937,527,515,1042
17469,244727,0,0,21,21,0,0,1,5.533333302,0,0,2,434,468,902,509,490,999
17472,244806,0,0,25,22,0,0,1,5.572222233,0,0,1,472,602,1074,524,578,1102
17475,244708,1,1,16,16,1,0,1,5.577777863,0,0,1,422,434,856,466,529,995
17476,244780,0,0,23,25,1,0,1,5.583333492,0,0,1,472,559,1031,438,456,894
17477,230612,0,0,22,23,1,1,0,5.144444466,0,0,3,455,559,1014,629,612,1241
17479,231616,1,1,14,15,0,1,0,5.172222137,0,0,3,440,576,1016,483,500,983
17480,244708,0,0,22,25,0,0,1,5.616666794,0,0,1,411,468,879,468,493,961
17484,244708,0,0,24,25,0,0,1,5.683333397,0,0,1,413,454,867,530,490,1020
17485,165199,0,0,19,22,1,1,0,5.761111259,0,0,4,448,500,948,604,535,1139
17486,244708,0,1,22,15,0,0,1,5.702777863,0,0,1,431,418,849,579,526,1105
17489,169229,0,0,25,21,1,1,0,5.36944437,0,0,2,NA,NA,NA,497,542,1039
17490,244708,0,0,22,22,0,0,1,5.452777863,0,0,1,408,468,876,516,493,1009
17491,221571,1,1,16,14,1,1,0,5.183333397,0,0,3,430,468,898,465,526,991
17492,244708,0,1,24,14,0,0,1,5.172222137,0,0,1,407,439,846,492,486,978
17493,244708,0,0,22,25,0,0,1,5.102777958,0,0,1,414,439,853,490,529,1019
17494,244755,1,1,15,15,1,0,1,5.691666603,0,0,1,518,602,1120,590,553,1143
17498,244796,1,0,12,17,1,0,1,5.305555344,0,0,1,410,463,873,468,458,926
17500,244755,0,0,22,21,0,0,1,5.530555725,0,0,1,430,484,914,462,477,939
17501,244708,0,0,24,25,0,0,1,5.227777958,0,0,1,418,439,857,558,542,1100
17506,180344,0,0,24,22,1,1,0,5.705555439,0,0,4,NA,NA,NA,524,567,1091
17507,205490,0,0,24,24,1,0,1,5.302777767,0,0,1,439,478,917,590,584,1174
17508,244745,1,1,15,18,0,0,0,5.913888931,0,0,2,NA,NA,NA,564,538,1102
17511,244708,0,0,22,25,0,0,1,5.333333492,0,0,1,398,454,852,428,484,912
17513,262937,1,1,14,15,1,1,0,5.324999809,0,0,2,465,602,1067,590,612,1202
17514,244708,0,0,24,22,1,0,1,5.105555534,0,0,1,411,454,865,482,484,966
17515,244708,0,0,24,22,0,0,1,5.344444275,0,0,1,398,412,810,475,472,947
17516,244708,0,0,22,22,1,0,1,5.411110878,0,0,1,402,459,861,512,510,1022
17517,244708,0,0,22,25,0,0,1,5.372222424,0,0,1,393,434,827,503,510,1013
17519,244708,0,0,22,25,1,0,1,5.430555344,0,0,1,403,473,876,465,515,980
17520,244708,0,0,24,24,1,0,0,5.413888931,0,0,1,421,449,870,468,486,954
17523,244755,0,0,22,23,0,0,1,5.458333492,0,0,1,433,520,953,NA,NA,NA
17526,170295,0,0,22,22,0,1,0,5.827777863,0,0,3,495,528,1023,579,542,1121
17528,244723,0,0,26,26,0,0,1,5.566666603,0,0,1,403,392,795,485,497,982
17529,244697,0,0,26,21,0,0,1,5.772222042,0,0,1,NA,459,NA,492,495,987
17531,244831,0,0,22,24,0,0,1,5.330555439,0,0,2,434,494,928,579,538,1117
17532,244799,0,0,18,20,0,0,1,5.572222233,0,0,2,408,454,862,492,512,1004
17533,218562,1,1,14,14,0,1,1,5.669444561,0,0,4,472,528,1000,571,495,1066
17534,257905,1,1,13,15,0,1,0,5.402777672,0,0,4,450,559,1009,629,562,1191
17537,169280,0,0,22,25,0,1,0,5.547222137,0,0,2,430,459,889,533,490,1023
17540,189378,1,1,15,15,0,1,0,5.150000095,0,0,3,424,412,836,505,520,1025
17542,244839,0,0,23,24,0,0,1,5.258333206,0,0,2,NA,500,NA,448,578,1026
17543,244708,0,0,22,24,1,0,1,5.766666889,0,0,1,391,434,825,460,451,911
17544,244723,1,1,17,15,1,0,1,5.411110878,0,0,1,418,494,912,490,549,1039
17546,244780,0,0,23,25,0,0,1,5.397222042,0,0,1,503,559,1062,448,495,943
17547,221571,0,0,21,22,0,0,1,5.347222328,0,0,3,413,444,857,536,549,1085
17550,244746,1,1,16,15,0,0,1,5.786110878,0,0,1,451,473,924,548,549,1097
17551,244780,1,1,17,17,0,0,0,5.805555344,0,0,1,458,536,994,450,507,957
17552,244736,0,0,21,22,1,0,1,5.483333111,0,0,1,455,513,968,514,584,1098
17553,218562,0,0,17,24,1,1,0,5.183333397,0,0,4,416,489,905,521,562,1083
17554,173312,0,0,22,21,0,1,0,5.247222424,0,0,3,510,547,1057,604,578,1182
17556,244774,1,1,17,17,0,0,1,5.580555439,0,0,1,467,547,1014,553,553,1106
17557,189396,0,0,25,21,0,1,0,5.199999809,0,0,3,398,454,852,527,523,1050
17558,205488,0,1,24,14,1,1,0,5.344444275,0,1,2,NA,489,NA,468,488,956
17559,221571,0,0,23,23,1,1,0,5.316666603,0,0,3,402,418,820,428,477,905
17561,244839,0,0,23,24,1,0,0,5.466666698,0,0,2,414,528,942,507,584,1091
17562,161183,0,0,21,22,0,1,1,5.213889122,0,0,3,NA,NA,NA,NA,NA,NA
17564,244839,0,0,23,26,0,0,1,5.580555439,0,0,2,NA,NA,NA,497,535,1032
17566,244774,1,1,17,17,0,0,1,5.555555344,0,0,1,413,449,862,505,474,979
17572,244736,0,0,21,24,1,0,1,5.205555439,0,0,1,418,423,841,416,470,886
17576,244755,0,0,22,23,0,0,1,5.694444656,0,0,1,461,536,997,516,484,1000
17577,173312,0,0,22,21,0,1,0,5.197222233,0,0,3,472,494,966,540,572,1112
17578,228606,0,0,25,20,1,0,0,5.761111259,0,0,3,436,459,895,503,507,1010
17579,212522,1,1,13,16,1,1,0,5.199999809,0,0,4,439,506,945,451,538,989
17580,244780,0,0,23,25,1,0,1,5.616666794,0,0,1,470,559,1029,447,436,883
17582,244806,0,0,26,22,1,0,1,5.205555439,0,0,1,418,463,881,462,484,946
17588,212522,0,0,22,27,0,1,0,5.205555439,0,0,4,453,489,942,478,512,990
17589,244708,0,0,22,25,1,0,1,5.522222042,0,0,1,416,439,855,431,451,882
17590,244708,0,0,21,25,0,0,1,5.605555534,0,0,1,395,418,813,456,479,935
17591,180344,0,0,25,22,1,1,0,5.227777958,0,0,4,436,520,956,530,592,1122
17592,244839,1,1,16,17,1,0,1,5.452777863,0,0,2,497,576,1073,629,578,1207
17595,228606,0,0,24,20,1,1,0,5.155555725,0,0,3,437,484,921,503,512,1015
17598,189378,1,0,15,23,1,1,0,5.430555344,0,0,3,393,412,805,450,468,918
17600,244806,0,0,25,22,1,0,1,5.177777767,0,0,1,483,500,983,480,523,1003
17601,209510,0,0,22,23,1,1,0,5.605555534,0,0,3,NA,NA,NA,629,549,1178
17602,244727,0,1,21,13,0,0,1,5.652777672,0,0,2,425,468,893,536,529,1065
17605,201449,1,1,15,17,0,1,1,5.647222042,0,0,3,434,473,907,524,505,1029
17607,215533,0,0,23,23,0,1,1,5.224999905,0,0,3,414,418,832,444,456,900
17608,244831,0,0,22,24,1,1,0,5.327777863,0,0,2,402,439,841,439,449,888
17611,169229,1,1,16,16,0,1,0,5.116666794,0,0,2,442,484,926,544,578,1122
17612,244723,0,0,25,23,0,0,1,5.677777767,0,0,1,418,434,852,483,495,978
17613,180344,0,0,24,22,1,0,1,5.211111069,0,0,4,455,506,961,NA,NA,NA
17614,257905,1,1,12,15,1,1,0,5.611111164,0,0,4,468,494,962,558,523,1081
17615,209510,0,0,24,23,0,1,0,5.480555534,0,0,3,419,484,903,527,529,1056
17616,169280,1,1,15,17,0,1,0,5.275000095,0,0,2,445,473,918,536,542,1078
17617,244806,1,1,14,15,0,0,1,5.50555563,0,0,1,NA,NA,NA,474,510,984
17620,244708,0,0,22,24,0,0,1,5.491666794,0,0,1,405,434,839,450,490,940
17621,244806,1,1,14,15,1,0,1,5.150000095,0,0,1,437,459,896,499,526,1025
17622,244755,0,0,22,23,1,0,1,5.188889027,0,0,1,428,500,928,503,493,996
17624,180344,0,0,24,20,1,0,1,5.158333302,0,0,4,NA,NA,NA,507,529,1036
17625,244799,0,0,18,20,0,0,1,5.152777672,0,0,2,430,468,898,540,549,1089
17626,261927,0,0,24,21,0,1,0,5.538888931,0,0,3,442,576,1018,571,572,1143
17627,128076,0,0,24,21,1,1,0,5.758333206,0,0,2,397,449,846,459,458,917
17628,244796,1,1,13,17,0,0,1,5.102777958,0,0,1,431,478,909,509,538,1047
17630,128076,0,0,23,21,0,1,1,5.780555725,0,0,2,433,506,939,499,495,994
17635,244839,0,1,23,16,0,0,0,5.5,0,0,2,NA,602,NA,579,584,1163
17641,244708,0,0,22,24,1,0,1,5.513888836,0,0,1,410,454,864,474,474,948
17642,244708,0,0,24,22,1,0,1,5.166666508,0,0,1,410,418,828,466,490,956
17645,244708,0,0,22,22,0,0,1,5.547222137,0,0,1,427,489,916,524,572,1096
17647,203457,0,0,16,24,0,1,0,5.341666698,0,0,3,431,473,904,488,510,998
17650,234628,0,0,24,21,0,1,0,5.386111259,0,0,3,439,489,928,629,562,1191
17651,212522,0,0,22,27,0,1,0,5.422222137,0,0,4,NA,536,NA,651,578,1229
17653,244708,0,0,24,25,1,0,1,5.597222328,0,0,1,398,459,857,451,481,932
17658,205490,0,0,24,24,0,0,0,5.502777576,0,0,1,450,463,913,651,612,1263
17659,128079,0,0,24,20,0,1,0,5.613888741,0,0,3,400,439,839,492,512,1004
17660,212522,1,1,13,17,1,1,0,5.827777863,0,0,4,465,513,978,590,601,1191
17661,203452,0,0,23,22,1,1,0,5.705555439,0,0,3,439,473,912,553,526,1079
17663,244708,0,0,24,25,0,0,1,5.138888836,0,0,1,402,423,825,497,493,990
17673,244727,0,1,21,18,1,0,1,5.105555534,0,0,2,408,439,847,475,523,998
17677,259915,0,1,26,14,0,1,NA,5.205555439,NA,0,3,480,528,1008,651,NA,NA
17678,244745,0,0,27,24,1,1,NA,5.394444466,NA,0,2,421,478,899,NA,458,NA
17679,244745,0,0,27,24,1,1,0,5.405555725,0,0,2,402,444,846,436,433,869
17681,244727,0,0,21,21,1,0,1,5.394444466,0,0,2,390,473,863,501,542,1043
17687,244745,0,0,27,24,0,0,NA,5.613888741,NA,0,2,419,489,908,463,479,942
17694,180344,0,0,24,20,0,0,1,5.272222042,0,0,4,425,468,893,530,515,1045
17695,244728,1,1,17,13,0,0,0,5.786110878,0,0,1,402,384,786,447,465,912
17698,244799,1,0,14,19,0,0,1,5.766666889,0,0,2,433,468,901,558,526,1084
17700,244839,0,0,23,26,1,0,1,5.836111069,0,0,2,NA,536,NA,571,572,1143
17702,208503,1,1,14,13,0,1,1,5.397222042,0,0,3,416,463,879,512,529,1041
17703,208503,0,0,24,20,0,1,1,5.261111259,0,0,3,384,405,789,442,465,907
17709,169280,1,1,15,16,0,1,0,6.922222137,0,0,2,460,494,954,536,545,1081
17712,259915,1,1,14,14,0,1,0,5.555555344,0,0,3,NA,NA,NA,540,584,1124
17715,259915,0,0,26,24,1,1,0,5.419444561,0,0,3,403,459,862,499,472,971
17722,262937,0,0,19,23,0,1,0,5.824999809,0,0,2,437,528,965,499,518,1017
17723,262937,0,0,19,23,0,1,0,5.311110973,0,0,2,497,559,1056,604,567,1171
17724,262937,0,0,22,24,0,1,0,5.283333302,0,0,2,455,559,1014,629,557,1186
17727,208501,1,1,14,17,0,1,1,5.122222424,0,0,3,480,547,1027,564,572,1136
17728,221571,0,0,23,24,0,0,1,5.724999905,0,0,3,388,412,800,423,433,856
17729,221571,0,0,23,23,1,0,1,5.097222328,0,0,3,378,392,770,425,436,861
17730,221571,0,0,23,22,1,0,1,5.530555725,0,0,3,384,384,768,NA,NA,NA
17731,221571,0,0,21,21,0,1,0,5.102777958,0,0,3,428,484,912,564,572,1136
17733,244727,0,0,21,21,0,0,0,5.224999905,0,0,2,447,513,960,501,484,985
17736,244755,0,0,22,21,1,0,1,5.663888931,0,0,1,424,478,902,474,479,953
17737,244774,0,0,26,24,0,0,1,5.513888836,0,0,1,424,520,944,471,520,991
17741,244796,0,0,19,24,1,0,1,5.297222137,0,0,1,408,418,826,447,465,912
17742,180344,0,0,27,21,0,0,1,5.680555344,0,0,4,421,439,860,579,523,1102
17743,244745,1,0,15,24,1,0,1,5.647222042,0,0,2,NA,NA,NA,503,542,1045
17745,169229,1,1,17,17,0,1,0,5.366666794,0,0,2,461,528,989,540,500,1040
17747,169229,1,1,16,16,0,0,0,5.422222137,0,0,2,436,484,920,475,523,998
17749,252885,0,0,20,28,1,1,1,5.158333302,0,0,3,450,520,970,558,578,1136
17753,218562,0,0,17,24,0,1,0,5.377777576,0,0,4,518,520,1038,629,562,1191
17756,218562,0,0,17,24,0,1,0,5.461111069,0,0,4,461,484,945,553,562,1115
17757,218562,0,0,17,24,0,0,1,5.258333206,0,0,4,422,463,885,474,461,935
17759,218562,1,1,13,14,1,1,0,5.336111069,0,0,4,434,489,923,530,567,1097
17760,218562,1,1,13,13,0,1,0,5.127777576,0,0,4,451,500,951,516,538,1054
17766,244801,1,0,16,24,1,0,1,5.605555534,0,0,2,427,489,916,462,523,985
17769,205490,1,1,15,17,1,0,1,5.288888931,0,0,1,NA,NA,NA,487,523,1010
17776,168214,0,0,22,23,0,1,1,5.086111069,0,0,3,467,520,987,579,549,1128
17777,225585,0,1,21,19,0,1,1,5.233333111,0,0,3,433,500,933,465,538,1003
17778,252885,0,0,20,27,0,1,0,5.822222233,0,0,3,465,506,971,564,567,1131
17784,244831,1,1,17,14,1,0,1,5.647222042,0,0,2,391,412,803,448,474,922
17787,244736,0,0,21,22,1,0,1,5.341666698,0,0,1,439,506,945,482,542,1024
17788,244736,0,0,21,22,0,0,1,5.144444466,0,0,1,384,423,807,475,523,998
17816,244708,1,1,16,15,1,0,1,5.488888741,0,0,1,430,405,835,462,470,932
17820,193423,0,0,24,26,0,1,0,5.263888836,0,0,3,458,506,964,604,545,1149
17827,161183,0,0,23,22,0,1,1,5.724999905,0,0,3,425,454,879,564,545,1109
17852,264945,0,0,22,27,1,0,0,5.216666698,0,0,2,419,463,882,490,535,1025
17853,169229,1,1,16,17,0,0,0,5.25555563,0,0,2,418,489,907,604,502,1106
18119,130085,0,0,20,23,0,1,0,7.027777672,0,0,2,448,500,948,540,562,1102
18120,205491,0,0,22,18,0,1,0,7.083333492,0,0,2,440,520,960,514,601,1115
18123,244780,0,0,23,25,0,0,1,7.030555725,0,0,1,538,602,1140,544,538,1082
18124,244745,1,1,15,18,1,1,0,6.897222042,0,0,2,465,494,959,516,497,1013
18127,244831,0,1,22,14,0,1,0,6.933333397,0,0,2,419,444,863,527,515,1042
18128,168211,0,0,24,30,1,1,0,6.933333397,0,0,3,510,559,1069,NA,578,NA
18138,230612,0,0,23,20,0,1,0,7.047222137,0,0,3,463,559,1022,548,584,1132
18139,253888,0,0,18,23,0,1,0,6.936110973,0,0,3,418,506,924,533,549,1082
18141,244697,0,0,27,21,1,0,1,6.683333397,0,0,1,418,473,891,494,523,1017
18142,257905,0,0,21,22,0,1,0,7.036110878,0,0,4,456,489,945,604,542,1146
18143,257905,0,0,21,23,1,1,0,7.072222233,0,0,4,485,576,1061,604,578,1182
18148,203452,0,0,21,24,0,1,1,6.916666508,0,0,3,443,489,932,536,529,1065
18155,203457,0,0,19,23,0,1,1,7.077777863,0,0,3,445,478,923,553,518,1071
18156,203457,0,0,16,23,1,1,1,7.022222042,0,1,3,455,494,949,536,502,1038
18157,215533,0,0,23,23,1,1,1,6.997222424,0,0,3,436,473,909,519,535,1054
18172,244799,0,0,21,24,1,0,0,6,0,0,2,NA,NA,NA,480,507,987
18173,205490,0,0,24,24,1,0,1,7.016666889,0,1,1,416,434,850,505,518,1023
18175,159171,1,1,17,15,0,1,1,7.033333302,0,0,3,497,536,1033,579,578,1157
18179,161176,0,0,24,26,1,1,1,7.038888931,0,0,3,408,463,871,466,NA,NA
18180,189382,0,0,23,22,0,1,0,6.441666603,0,0,2,447,500,947,519,549,1068
18181,205492,1,1,16,18,1,0,1,6.977777958,0,0,2,450,513,963,487,545,1032
18182,257905,0,0,21,22,1,1,1,6.563889027,1,0,4,413,439,852,450,495,945
18183,209510,1,1,14,14,1,1,0,6.997222424,0,0,3,427,459,886,477,545,1022
18186,203452,0,0,19,24,1,1,1,5.108333111,0,0,3,463,602,1065,590,592,1182
18193,201449,0,0,22,26,1,0,1,5.169444561,0,0,3,439,439,878,527,518,1045
18198,189396,0,0,24,21,0,1,0,5.24444437,0,0,3,436,500,936,503,515,1018
18199,262937,0,1,22,16,0,1,0,5.155555725,0,0,2,605,536,1141,604,572,1176
18200,215533,0,1,23,18,0,1,0,5.13055563,0,0,3,472,489,961,571,526,1097
18207,244755,0,0,20,21,0,0,1,5.208333492,0,0,1,443,484,927,519,490,1009
18210,123056,0,0,24,27,1,1,1,5.105555534,0,0,3,416,454,870,492,505,997
18212,203457,0,1,19,15,0,1,0,5.194444656,0,0,3,455,494,949,NA,NA,NA
18214,253888,0,0,18,20,0,1,0,5.458333492,0,0,3,427,559,986,571,592,1163
18215,215533,1,1,17,15,0,1,0,5.650000095,0,0,3,456,602,1058,521,601,1122
18217,261927,0,0,22,21,0,1,0,5.319444656,0,0,3,447,528,975,536,538,1074
18218,244727,1,1,17,13,0,0,1,5.377777576,0,0,2,440,463,903,NA,NA,NA
18219,216536,1,1,17,14,0,1,0,5.472222328,0,0,3,414,500,914,604,562,1166
18220,212522,0,0,21,26,1,1,1,5.125,0,0,4,433,528,961,485,510,995
18222,244806,1,1,14,15,1,0,1,5.355555534,0,0,1,434,528,962,471,549,1020
18225,159171,0,0,24,23,0,0,1,5.311110973,0,0,3,474,500,974,485,523,1008
18227,253888,1,1,13,13,1,1,0,5.436110973,0,0,3,419,473,892,453,518,971
18231,244697,1,1,16,16,0,0,1,5.777777672,0,0,1,408,434,842,540,520,1060
18235,130085,0,0,22,23,1,1,0,5.477777958,0,0,2,425,489,914,516,578,1094
18238,130085,0,0,20,24,0,1,0,5.583333492,0,0,2,447,520,967,604,653,1257
18239,253888,0,0,18,23,1,1,1,5.558333397,0,0,3,428,489,917,477,512,989
18242,180344,1,1,16,16,0,1,0,5.391666889,0,0,4,416,449,865,516,572,1088
18244,180344,0,0,25,20,0,0,1,5.683333397,0,0,4,443,506,949,590,529,1119
18245,169229,1,1,17,16,1,0,0,5.477777958,0,0,2,463,484,947,524,557,1081
18247,169229,1,1,16,16,1,0,0,5.425000191,0,0,2,451,494,945,514,526,1040
18248,208501,1,1,15,20,0,1,0,5.527777672,0,0,3,433,484,917,527,549,1076
18249,257905,0,0,22,22,0,1,0,5.819444656,0,0,4,460,489,949,629,653,1282
18251,159171,0,0,24,23,1,1,0,5.622222424,0,0,3,NA,NA,NA,505,542,1047
18253,244839,0,0,23,26,0,0,1,5.569444656,0,0,2,390,478,868,482,502,984
18258,244727,1,1,17,13,0,0,1,5.752777576,0,0,2,402,478,880,548,532,1080
18259,162184,1,1,12,14,0,1,1,5.697222233,0,1,3,419,444,863,527,510,1037
18260,193422,0,0,20,25,0,1,1,5.711111069,0,0,3,NA,439,NA,480,481,961
18261,212522,0,0,23,26,1,1,1,5.669444561,0,0,4,419,506,925,477,562,1039
18262,159171,0,0,22,23,1,1,0,5.483333111,0,0,3,492,520,1012,571,557,1128
18264,262937,1,1,13,16,1,1,0,5.416666508,0,0,2,467,473,940,553,526,1079
18265,209510,0,0,22,23,1,1,0,5.791666508,0,0,3,411,444,855,453,493,946
18267,234628,0,0,24,21,0,1,1,5.780555725,0,0,3,442,459,901,579,538,1117
18272,205488,0,0,23,23,0,0,0,5.800000191,0,0,2,456,449,905,553,515,1068
18273,189378,0,0,19,23,0,1,0,5.175000191,0,0,3,437,494,931,564,612,1176
18278,228606,1,1,16,14,1,0,1,5.091666698,0,0,3,427,434,861,527,557,1084
18282,244780,0,0,23,25,1,0,1,5.163888931,0,0,1,436,506,942,454,493,947
18284,244745,0,0,27,24,0,0,0,5.199999809,0,0,2,483,626,1109,530,529,1059
18292,244799,1,0,14,19,0,0,1,5.449999809,0,0,2,431,547,978,540,542,1082
18295,203452,0,0,19,24,0,1,0,5.555555344,0,0,3,460,520,980,604,592,1196
18297,244801,1,1,16,17,1,1,1,5.605555534,0,0,2,NA,NA,NA,507,535,1042
18299,244697,1,1,15,17,1,0,1,5.602777958,0,0,1,453,478,931,544,549,1093
18300,166203,0,0,21,21,1,1,1,5.625,0,0,4,413,468,881,457,500,957
18301,262937,1,1,14,15,1,1,0,5.647222042,0,0,2,NA,NA,NA,629,592,1221
18305,205490,0,0,24,24,1,0,1,5.702777863,0,1,1,400,412,812,509,515,1024
18312,215533,0,0,23,23,1,0,1,5.152777672,0,0,3,427,473,900,472,484,956
18314,244745,0,0,28,24,0,1,0,5.102777958,0,0,2,436,513,949,478,477,955
18317,169229,1,1,16,16,0,1,1,5.24444437,0,0,2,456,500,956,503,553,1056
18320,170295,1,1,13,18,0,1,1,5.655555725,0,0,3,428,454,882,651,601,1252
18327,252885,1,1,14,17,1,1,0,5.127777576,0,0,3,431,500,931,475,518,993
18362,162184,0,0,19,21,0,1,1,5.783333302,0,1,3,411,468,879,471,520,991
18385,230612,0,0,23,23,0,1,1,5.711111069,0,0,3,474,536,1010,604,567,1171
18389,244799,1,0,14,19,0,1,0,5.805555344,0,0,2,456,536,992,604,578,1182
18394,162184,1,1,12,13,1,1,1,5.147222042,0,0,3,416,489,905,466,529,995
18516,180344,0,0,27,20,0,1,0,5.383333206,0,0,4,455,506,961,558,468,1026
18615,257905,0,0,22,22,1,1,0,7.044444561,0,0,4,439,489,928,564,601,1165
18616,257905,1,1,13,15,1,1,0,7.044444561,0,0,4,467,489,956,579,562,1141
18620,244839,1,0,15,22,1,0,0,5.191666603,0,0,2,442,547,989,579,601,1180
18621,228606,1,0,16,21,1,1,1,6.736111164,1,0,3,463,602,1065,558,584,1142
18631,168211,0,0,24,30,1,1,0,6.824999809,0,0,3,461,536,997,NA,507,NA
18637,215533,0,0,23,23,1,1,0,6.916666508,0,0,3,490,626,1116,604,612,1216
18643,244799,1,1,14,16,0,0,0,6.927777767,0,0,2,430,434,864,512,512,1024
18645,193423,1,1,17,14,1,1,1,6.927777767,0,0,3,391,418,809,447,490,937
18647,193422,1,1,16,18,0,1,1,6.952777863,0,0,3,538,547,1085,629,572,1201
18650,159171,1,1,16,15,1,1,1,7.072222233,0,0,3,605,576,1181,651,612,1263
18651,173312,1,1,14,16,0,1,0,7.016666889,0,0,3,483,520,1003,604,493,1097
18662,221571,1,1,16,14,1,1,0,7.058333397,0,0,3,400,418,818,426,441,867
18663,230612,0,0,22,20,1,1,1,7.083333492,0,0,3,431,528,959,507,542,1049
18664,244801,1,1,16,17,1,1,0,6.705555439,1,0,2,421,459,880,451,468,919
18665,189378,1,1,15,15,1,1,1,7.050000191,0,0,3,434,434,868,505,529,1034
18668,169229,0,0,22,20,0,1,0,5.163888931,0,0,2,NA,NA,NA,468,562,1030
18669,221571,0,0,23,24,1,0,1,5.169444561,0,0,3,400,444,844,465,490,955
18671,180344,0,0,27,22,1,1,1,5.150000095,0,0,4,448,559,1007,558,545,1103
18672,189378,1,1,15,15,1,1,1,5.658333302,0,0,3,433,500,933,519,557,1076
18682,161176,1,0,16,26,0,1,1,5.491666794,0,0,3,NA,NA,NA,507,481,988
18686,215533,1,1,17,16,1,1,0,5.13055563,0,0,3,456,520,976,558,542,1100
18687,215533,1,1,17,16,1,1,0,5.141666889,0,0,3,448,559,1007,590,601,1191
18688,193422,1,1,16,18,1,1,0,5.144444466,0,0,3,453,520,973,579,578,1157
18689,244774,0,0,22,20,1,0,1,5.161110878,0,0,1,495,484,979,448,497,945
18693,244697,1,1,15,17,0,0,1,5.172222137,0,0,1,414,463,877,495,512,1007
18695,193423,1,0,17,26,1,1,1,5.319444656,0,0,3,447,513,960,485,495,980
18696,215533,1,1,17,16,1,1,0,5.611111164,0,0,3,545,559,1104,604,601,1205
18699,168211,0,0,24,29,0,1,1,5.327777863,0,0,3,436,528,964,NA,532,NA
18701,244745,1,0,15,18,1,1,1,5.502777576,0,0,2,470,528,998,571,542,1113
18702,244776,0,0,23,22,1,0,1,5.288888931,0,0,1,433,500,933,453,510,963
18703,244697,1,1,16,16,1,0,1,5.430555344,0,0,1,439,484,923,492,532,1024
18704,244764,0,0,21,19,0,0,0,5.458333492,0,0,1,439,513,952,492,538,1030
18705,159171,0,0,22,23,1,1,1,5.208333492,0,0,3,500,513,1013,579,553,1132
18707,161183,0,0,21,21,1,1,1,5.333333492,0,0,3,403,478,881,507,578,1085
18708,244723,0,0,26,23,0,0,1,5.338889122,0,0,1,402,449,851,468,502,970
18710,244727,0,0,21,21,1,0,1,5.261111259,0,0,2,408,418,826,456,468,924
18713,193422,0,0,20,25,1,1,0,5.469444275,0,0,3,468,484,952,629,562,1191
18714,244806,0,0,26,22,0,0,1,5.430555344,0,0,1,424,484,908,463,NA,NA
18715,244746,0,0,19,23,1,0,1,5.483333111,0,0,1,428,449,877,548,601,1149
18718,244806,1,1,14,15,0,0,0,5.383333206,0,0,1,437,454,891,509,523,1032
18721,201449,0,1,22,17,1,1,1,5.527777672,0,0,3,411,478,889,NA,NA,NA
18722,244728,1,1,17,13,0,0,1,5.613888741,0,0,1,425,459,884,457,486,943
18723,215533,0,0,23,23,0,1,1,5.519444466,0,0,3,425,478,903,530,512,1042
18729,208503,1,1,14,13,0,1,1,5.63055563,0,0,3,419,449,868,530,553,1083
18736,244764,1,1,13,12,0,0,1,5.586111069,0,0,1,421,463,884,536,545,1081
18739,244801,0,0,24,25,0,1,0,5.716666698,0,0,2,448,506,954,474,532,1006
18742,244776,1,1,15,17,0,0,0,5.75,0,0,1,474,602,1076,571,584,1155
18745,261927,0,1,23,17,1,1,0,5.697222233,0,0,3,424,463,887,490,505,995
18747,166203,0,0,25,23,1,1,1,5.322222233,0,0,4,378,418,796,NA,468,NA
18748,221571,0,0,23,24,0,1,1,5.813889027,0,0,3,398,418,816,430,454,884
18750,189382,0,0,23,22,0,1,0,5.24444437,0,0,2,450,494,944,604,526,1130
18751,130085,0,0,22,23,0,1,0,5.258333206,0,0,2,414,500,914,590,545,1135
18752,201449,1,1,15,17,0,1,0,5.449999809,0,0,3,470,559,1029,604,612,1216
18756,261927,1,1,16,17,0,1,0,5.452777863,0,0,3,461,547,1008,604,567,1171
18757,162184,1,1,12,14,0,1,1,5.180555344,0,0,3,434,520,954,553,584,1137
18758,162184,1,1,12,13,0,1,1,5.194444656,0,0,3,410,473,883,512,549,1061
18759,162184,1,1,12,13,1,1,1,5.177777767,0,0,3,410,484,894,488,562,1050
18760,162184,0,0,20,21,1,1,1,5.488888741,0,0,3,434,506,940,564,545,1109
18761,208501,1,1,15,17,1,1,1,5.308333397,0,0,3,411,506,917,482,538,1020
18764,244745,0,0,28,18,0,1,0,5.527777672,0,0,2,439,478,917,499,529,1028
18766,244796,1,1,13,17,1,0,1,5.425000191,0,0,1,430,468,898,540,505,1045
18768,180344,0,0,24,22,1,0,1,5.202777863,0,0,4,NA,NA,NA,544,572,1116
18769,193423,1,1,17,14,0,1,0,5.552777767,0,0,3,NA,NA,NA,512,523,1035
